0(36357453, 41269437) 2(21007503, 50830263) | 3(15832377, 52672257, '10')
1(36363565, 41264315) 7(14604235, 53026115) | 10(4802735, 54790385, '10')
6(29763929, 46252297) 7(27581645, 47585915) | 16(11578229, 53769053, '10')
1(36983019, 40711461) 21(13205829, 53392629) | 26(5436381, 54732189, '10')
1(36364307, 41265157) 8(14604533, 53027197) | 10(4802833, 54791503, '10')
0(36365049, 41265999) 2(14604831, 53028279) | 3(4802931, 54792621, '10')
1(36359111, 41271319) 8(21008461, 50832581) | 9(15833099, 52674659, '10')
0(37885969, 39874361) 5(10048481, 54077161) | 7(4864459, 54787301, '10')
0(35482173, 42027693) 1(29973027, 46118643) | 2(25391163, 48791397, '10')
0(38698813, 39086557) 20(4251913, 54838657) | 22(1731577, 54975983, '10')
1(29764911, 46253823) 2(27582555, 47587485) | 5(11578611, 53770827, '10')
4(37869325, 39891275) 62(24299915, 49344845) | 68(22624585, 50135095, '10')
0(36365791, 41266841) 2(14605129, 53029361) | 3(4803029, 54793739, '10')
0(37727431, 40026079) 2(9464509, 54183661) | 3(461471, 55002119, '10')
1(36366533, 41267683) 7(14605427, 53030443) | 10(4803127, 54794857, '10')
1(29765893, 46255349) 2(27583465, 47589055) | 5(11578993, 53772601, '10')
0(36360769, 41273201) 2(21009419, 50834899) | 3(15833821, 52677061, '10')
0(37888103, 39876607) 17(10049047, 54080207) | 20(4864733, 54790387, '10')
2(36367275, 41268525) 12(14605725, 53031525) | 17(4803225, 54795975, '10')
26(32783067, 44169669) 71(21327831, 50703183) | 132(4094055, 54853695, '10')
0(36392741, 41246579) 1(31505771, 45089891) | 2(28358231, 47133031, '10')
2(35484775, 42030775) 5(29975225, 46122025) | 7(25393025, 48794975, '10')
19(29766875, 46256875) 22(27584375, 47590625) | 52(11579375, 53774375, '10')
0(36368017, 41269367) 5(14606023, 53032607) | 7(4803323, 54797093, '10')
1(36362427, 41275083) 7(21010377, 50837217) | 10(15834543, 52679463, '10')
1(35626259, 41912171) 2(25880659, 48539179) | 3(20642399, 50987761, '10')
0(36368759, 41270209) 2(14606321, 53033689) | 3(4803421, 54798211, '10')
5(30121553, 46028521) 6(28990115, 46749395) | 11(15322153, 52831471, '10')
1(29767857, 46258401) 2(27585285, 47592195) | 5(11579757, 53776149, '10')
0(37890237, 39878853) 12(10049613, 54083253) | 15(4865007, 54793473, '10')
3(33382395, 43722045) 11(20534283, 51032781) | 21(4800033, 54799281, '10')
3(36369501, 41271051) 24(14606619, 53034771) | 30(4803519, 54799329, '10')
0(36364085, 41276965) 4(21011335, 50839535) | 7(15835265, 52681865, '10')
2(36370243, 41271893) 23(14606917, 53035853) | 32(4803617, 54800447, '10')
1(29768839, 46259927) 2(27586195, 47593765) | 5(11580139, 53777923, '10')
1(33735363, 43452213) 5(19642533, 51384243) | 7(3289233, 54912207, '10')
1(35487377, 42033857) 3(29977423, 46125407) | 5(25394887, 48798553, '10')
2(36989645, 40718755) 37(13208195, 53402195) | 45(5437355, 54741995, '10')
1(36370985, 41272735) 21(14607215, 53036935) | 30(4803715, 54801565, '10')
1(37892371, 39881099) 37(10050179, 54086299) | 42(4865281, 54796559, '10')
1(29769821, 46261453) 2(27587105, 47595335) | 5(11580521, 53779697, '10')
0(36365743, 41278847) 2(21012293, 50841853) | 3(15835987, 52684267, '10')
0(36371727, 41273577) 2(14607513, 53038017) | 3(4803813, 54802683, '10')
2(34833709, 42580651) 7(29861791, 46203599) | 8(24328261, 49342019, '10')
3(36372469, 41274419) 24(14607811, 53039099) | 32(4803911, 54803801, '10')
6(29770803, 46262979) 10(27588015, 47596905) | 18(11580903, 53781471, '10')
1(35489979, 42036939) 4(29979621, 46128789) | 6(25396749, 48802131, '10')
3(34660509, 42723501) 13(17943441, 52006551) | 22(3161289, 54924081, '10')
1(36373211, 41275261) 7(14608109, 53040181) | 10(4804009, 54804919, '10')
1(37894505, 39883345) 18(10050745, 54089345) | 22(4865555, 54799645, '10')
1(35300675, 42196525) 4(33184025, 43880575) | 9(28878625, 46826375, '10')
1(36367401, 41280729) 6(21013251, 50844171) | 8(15836709, 52686669, '10')
11(29771785, 46264505) 13(27588925, 47598475) | 28(11581285, 53783245, '10')
0(36373953, 41276103) 2(14608407, 53041263) | 3(4804107, 54806037, '10')
3(37743417, 40028319) 13(33801525, 43408395) | 16(32460633, 44420031, '10')
0(37736097, 40035273) 2(9466683, 54196107) | 3(461577, 55014753, '10')
3(36374695, 41276945) 22(14608705, 53042345) | 31(4804205, 54807155, '10')
1(36369059, 41282611) 6(21014209, 50846489) | 8(15837431, 52689071, '10')
5(29772767, 46266031) 6(27589835, 47600045) | 15(11581667, 53785019, '10')
0(37896639, 39885591) 5(10051311, 54092391) | 7(4865829, 54802731, '10')
0(36375437, 41277787) 2(14609003, 53043427) | 3(4804303, 54808273, '10')
1(35492581, 42040021) 3(29981819, 46132171) | 5(25398611, 48805709, '10')
0(36376179, 41278629) 4(14609301, 53044509) | 6(4804401, 54809391, '10')
58(29773749, 46267557) 68(27590745, 47601615) | 157(11582049, 53786793, '10')
9(32964669, 44051571) 21(23653989, 49675941) | 34(11514141, 53801811, '10')
3(36370717, 41284493) 18(21015167, 50848807) | 22(15838153, 52691473, '10')
1(36376921, 41279471) 7(14609599, 53045591) | 10(4804499, 54810509, '10')
0(36996271, 40726049) 12(13210561, 53411761) | 16(5438329, 54751801, '10')
3(36733175, 40963745) 11(27398627, 47714461) | 15(24214327, 49406689, '10')
1(37898773, 39887837) 19(10051877, 54095437) | 22(4866103, 54805817, '10')
1(29774731, 46269083) 2(27591655, 47603185) | 5(11582431, 53788567, '10')
0(36377663, 41280313) 2(14609897, 53046673) | 3(4804597, 54811627, '10')
6(36372375, 41286375) 41(21016125, 50851125) | 53(15838875, 52693875, '10')
1(36378405, 41281155) 7(14610195, 53047755) | 10(4804695, 54812745, '10')
0(35495183, 42043103) 1(29984017, 46135553) | 2(25400473, 48809287, '10')
11(29775713, 46270609) 16(27592565, 47604755) | 34(11582813, 53790341, '10')
1(37624013, 40150259) 15(11246441, 53862113) | 18(5314505, 54766465, '10')
0(36379147, 41281997) 8(14610493, 53048837) | 11(4804793, 54813863, '10')
0(37900907, 39890083) 18(10052443, 54098483) | 21(4866377, 54808903, '10')
3(34667591, 42730487) 8(30871237, 45548909) | 12(25318115, 48854165, '10')
1(33564449, 43602529) 7(20993989, 50862611) | 13(7310501, 54537229, '10')
10(29776695, 46272135) 11(27593475, 47606325) | 26(11583195, 53792115, '10')
2(36379889, 41282839) 25(14610791, 53049919) | 32(4804891, 54814981, '10')
7(36374033, 41288257) 56(21017083, 50853443) | 69(15839597, 52696277, '10')
3(35637957, 41925933) 7(25889157, 48555117) | 11(20649177, 51004503, '10')
0(36380631, 41283681) 2(14611089, 53051001) | 3(4804989, 54816099, '10')
1(29777677, 46273661) 2(27594385, 47607895) | 5(11583577, 53793889, '10')
4(35497785, 42046185) 8(29986215, 46138935) | 14(25402335, 48812865, '10')
1(36381373, 41284523) 7(14611387, 53052083) | 10(4805087, 54817217, '10')
0(37903041, 39892329) 5(10053009, 54101529) | 7(4866651, 54811989, '10')
0(36375691, 41290139) 5(21018041, 50855761) | 7(15840319, 52698679, '10')
1(36382115, 41285365) 7(14611685, 53053165) | 10(4805185, 54818335, '10')
4(29778659, 46275187) 8(27595295, 47609465) | 16(11583959, 53795663, '10')
1(37744763, 40044467) 8(9468857, 54208553) | 11(461683, 55027387, '10')
4(36382857, 41286207) 24(14611983, 53054247) | 31(4805283, 54819453, '10')
10(34578635, 42808675) 28(25199993, 48920599) | 41(17792957, 52073749, '10')
1(37281139, 40477549) 7(13964531, 53228819) | 11(8410339, 54383651, '10')
0(36377349, 41292021) 2(21018999, 50858079) | 3(15841041, 52701081, '10')
5(29779641, 46276713) 6(27596205, 47611035) | 16(11584341, 53797437, '10')
3(37905175, 39894575) 92(10053575, 54104575) | 106(4866925, 54815075, '10')
2(36383599, 41287049) 24(14612281, 53055329) | 32(4805381, 54820571, '10')
1(35500387, 42049267) 4(29988413, 46142317) | 5(25404197, 48816443, '10')
1(37002897, 40733343) 21(13212927, 53421327) | 26(5439303, 54761607, '10')
9(30675125, 45688925) 14(26403655, 48283415) | 30(11130845, 53893835, '10')
1(36384341, 41287891) 8(14612579, 53056411) | 10(4805479, 54821689, '10')
1(29780623, 46278239) 2(27597115, 47612605) | 5(11584723, 53799211, '10')
4(34102649, 43192543) 5(31339207, 45237601) | 9(25116595, 48966755, '10')
0(36379007, 41293903) 4(21019957, 50860397) | 7(15841763, 52703483, '10')
1(36385083, 41288733) 21(14612877, 53057493) | 30(4805577, 54822807, '10')
0(37907309, 39896821) 5(10054141, 54107621) | 7(4867199, 54818161, '10')
2(36385825, 41289575) 12(14613175, 53058575) | 17(4805675, 54823925, '10')
9(29781605, 46279765) 10(27598025, 47614175) | 25(11585105, 53800985, '10')
3(35502989, 42052349) 8(29990611, 46145699) | 12(25406059, 48820021, '10')
0(36386567, 41290417) 2(14613473, 53059657) | 3(4805773, 54825043, '10')
0(36380665, 41295785) 4(21020915, 50862715) | 7(15842485, 52705885, '10')
1(29782587, 46281291) 2(27598935, 47615745) | 5(11585487, 53802759, '10')
0(36387309, 41291259) 7(14613771, 53060739) | 10(4805871, 54826161, '10')
0(37909443, 39899067) 12(10054707, 54110667) | 14(4867473, 54821247, '10')
1(36388051, 41292101) 8(14614069, 53061821) | 10(4805969, 54827279, '10')
