0(3305223, 3751767) 2(1909773, 4620933) | 3(1439307, 4788387, '10')
1(2705901, 4204893) 2(2507505, 4326135) | 5(1052601, 4888257, '10')
0(3305981, 3751531) 2(1327739, 4820851) | 3(436639, 4981249, '10')
0(3444276, 3625044) 15(913524, 4916244) | 20(442236, 4980804, '10')
0(3308431, 3749689) 1(2864161, 4099081) | 2(2578021, 4284821, '10')
5(2738323, 4184411) 6(2635465, 4249945) | 11(1392923, 4802861, '10')
1(3306352, 3751952) 7(1327888, 4821392) | 10(436688, 4981808, '10')
2(3362695, 3701705) 37(1200745, 4854745) | 45(494305, 4976545, '10')
18(2706392, 4205656) 23(2507960, 4326920) | 53(1052792, 4889144, '10')
1(3306052, 3752708) 6(1910252, 4622092) | 8(1439668, 4789588, '10')
0(3306723, 3752373) 2(1328037, 4821933) | 3(436737, 4982367, '10')
0(3226480, 3821680) 1(2725520, 4193680) | 3(2308880, 4436720, '10')
1(3189422, 3853054) 12(1738730, 4689910) | 19(828478, 4932754, '10')
1(3445343, 3626167) 19(913807, 4917767) | 22(442373, 4982347, '10')
1(3307094, 3752794) 8(1328186, 4822474) | 10(436786, 4982926, '10')
11(2706883, 4206419) 16(2508415, 4327705) | 34(1052983, 4890031, '10')
4(2602150, 4272070) 5(2443678, 4364654) | 9(481522, 4978946, '10')
0(3306881, 3753649) 5(1910731, 4623251) | 7(1440029, 4790789, '10')
1(3307465, 3753215) 7(1328335, 4823015) | 10(436835, 4983485, '10')
1(2707374, 4207182) 2(2508870, 4328490) | 5(1053174, 4890918, '10')
0(3307836, 3753636) 2(1328484, 4823556) | 3(436884, 4984044, '10')
3(3240346, 3812074) 7(2353946, 4414826) | 11(1877506, 4637534, '10')
0(3523442, 3552094) 13(2595094, 4277558) | 14(2575490, 4289390, '10')
0(3431736, 3640824) 2(860904, 4928616) | 3(41976, 5003064, '10')
2(3446410, 3627290) 36(914090, 4919290) | 43(442510, 4983890, '10')
0(3227781, 3823221) 1(2726619, 4195371) | 2(2309811, 4438509, '10')
3(3308207, 3754057) 23(1328633, 4824097) | 31(436933, 4984603, '10')
0(3307710, 3754590) 4(1911210, 4624410) | 7(1440390, 4791990, '10')
3(2707865, 4207945) 4(2509325, 4329275) | 9(1053365, 4891805, '10')
0(3308578, 3754478) 8(1328782, 4824638) | 11(436982, 4985162, '10')
0(3308949, 3754899) 2(1328931, 4825179) | 3(437031, 4985721, '10')
5(2708356, 4208708) 7(2509780, 4330060) | 17(1053556, 4892692, '10')
1(3308539, 3755531) 6(1911689, 4625569) | 8(1440751, 4793191, '10')
0(3447477, 3628413) 5(914373, 4920813) | 7(442647, 4985433, '10')
1(3309320, 3755320) 7(1329080, 4825720) | 10(437080, 4986280, '10')
