19(27057537, 42046641) 23(25073685, 43258995) | 52(10525437, 48879909, '10')
1(33057955, 37513205) 7(13276645, 48205805) | 10(4366145, 49809695, '10')
0(34295695, 36385255) 7(8603605, 49255045) | 11(419495, 49999055, '10')
2(32255693, 38206013) 4(27247507, 41924963) | 7(23082283, 44354677, '10')
1(33053059, 37518611) 6(19098209, 46210489) | 8(14393431, 47885071, '10')
1(33389657, 37219601) 5(23200535, 44293375) | 7(20076107, 45794299, '10')
0(33058697, 37514047) 2(13276943, 48206887) | 3(4366243, 49810813, '10')
6(27058519, 42048167) 7(25074595, 43260565) | 16(10525819, 48881683, '10')
0(34441693, 36249317) 19(9134957, 49160917) | 21(4422223, 49806497, '10')
1(33875181, 36779571) 7(12688749, 48365901) | 11(7641981, 49415229, '10')
0(34577829, 36119853) 20(7964847, 49364271) | 22(2988315, 49913325, '10')
1(33059439, 37514889) 8(13277241, 48207969) | 10(4366341, 49811931, '10')
4(33395757, 37216851) 22(26261949, 42552093) | 26(23553795, 44108835, '10')
5(27059501, 42049693) 7(25075505, 43262135) | 17(10526201, 48883457, '10')
0(33054717, 37520493) 2(19099167, 46212807) | 3(14394153, 47887473, '10')
1(33060181, 37515731) 7(13277539, 48209051) | 10(4366439, 49813049, '10')
2(32385913, 38100097) 9(23526713, 44124353) | 11(18764893, 46350227, '10')
1(33060923, 37516573) 7(13277837, 48210133) | 10(4366537, 49814167, '10')
3(32258295, 38209095) 8(27249705, 41928345) | 12(23084145, 44358255, '10')
0(33623637, 37013403) 7(12006267, 48542667) | 8(4942563, 49760547, '10')
0(34443827, 36251563) 5(9135523, 49163963) | 7(4422497, 49809583, '10')
1(27060483, 42051219) 2(25076415, 43263705) | 5(10526583, 48885231, '10')
0(35322273, 35397207) 2(8842833, 49218183) | 3(8691723, 49245093, '10')
7(33061665, 37517415) 71(13278135, 48211215) | 95(4366635, 49815285, '10')
9(33056375, 37522375) 42(19100125, 46215125) | 51(14394875, 47889875, '10')
0(33062407, 37518257) 4(13278433, 48212297) | 6(4366733, 49816403, '10')
9(27061465, 42052745) 10(25077325, 43265275) | 25(10526965, 48887005, '10')
0(33063149, 37519099) 2(13278731, 48213379) | 3(4366831, 49817521, '10')
1(34445961, 36253809) 13(9136089, 49167009) | 15(4422771, 49812669, '10')
1(33058033, 37524257) 6(19101083, 46217443) | 8(14395597, 47892277, '10')
1(32260897, 38212177) 6(27251903, 41931727) | 9(23086007, 44361833, '10')
4(27062447, 42054271) 7(25078235, 43266845) | 17(10527347, 48888779, '10')
4(30473413, 39652667) 7(27822433, 41555687) | 10(21265823, 45262873, '10')
0(33063891, 37519941) 5(13279029, 48214461) | 7(4366929, 49818639, '10')
0(33064633, 37520783) 2(13279327, 48215543) | 3(4367027, 49819757, '10')
1(27063429, 42055797) 2(25079145, 43268415) | 5(10527729, 48890553, '10')
0(33059691, 37526139) 2(19102041, 46219761) | 3(14396319, 47894679, '10')
1(34448095, 36256055) 18(9136655, 49170055) | 22(4423045, 49815755, '10')
1(34726915, 35989085) 71(9995201, 49002743) | 78(7434799, 49456007, '10')
2(33065375, 37521625) 18(13279625, 48216625) | 25(4367125, 49820875, '10')
1(27064411, 42057323) 2(25080055, 43269985) | 5(10528111, 48892327, '10')
1(33066117, 37522467) 7(13279923, 48217707) | 10(4367223, 49821993, '10')
0(32263499, 38215259) 1(27254101, 41935109) | 2(23087869, 44365411, '10')
1(34304361, 36394449) 31(8605779, 49267491) | 34(419601, 50011689, '10')
2(33390125, 37235675) 6(24905105, 43372015) | 8(22010605, 44910235, '10')
0(33061349, 37528021) 2(19102999, 46222079) | 3(14397041, 47897081, '10')
0(33066859, 37523309) 2(13280221, 48218789) | 3(4367321, 49823111, '10')
5(27065393, 42058849) 8(25080965, 43271555) | 17(10528493, 48894101, '10')
1(34450229, 36258301) 19(9137221, 49173101) | 22(4423319, 49818841, '10')
0(33630263, 37020697) 4(12008633, 48552233) | 5(4943537, 49770353, '10')
1(33067601, 37524151) 7(13280519, 48219871) | 10(4367419, 49824229, '10')
1(32092769, 38361967) 4(30168467, 39892981) | 14(26254315, 42571085, '10')
2(33068343, 37524993) 23(13280817, 48220953) | 32(4367517, 49825347, '10')
0(33063007, 37529903) 2(19103957, 46224397) | 3(14397763, 47899483, '10')
5(27066375, 42060375) 6(25081875, 43273125) | 14(10528875, 48895875, '10')
9(27880125, 41525925) 14(23997855, 43884015) | 30(10116645, 48983235, '10')
2(32266101, 38218341) 5(27256299, 41938491) | 6(23089731, 44368989, '10')
1(33069085, 37525835) 7(13281115, 48222035) | 10(4367615, 49826465, '10')
0(31670459, 38713901) 2(27150041, 42007849) | 3(22119011, 44861269, '10')
0(34452363, 36260547) 15(9137787, 49176147) | 20(4423593, 49821927, '10')
1(27067357, 42061901) 2(25082785, 43274695) | 5(10529257, 48897649, '10')
1(33069827, 37526677) 8(13281413, 48223117) | 10(4367713, 49827583, '10')
0(33064665, 37531785) 4(19104915, 46226715) | 7(14398485, 47901885, '10')
0(35147321, 35589553) 56(7825397, 49403579) | 58(6752465, 49561625, '10')
0(35339745, 35398785) 54(3114975, 49922625) | 55(2759505, 49943535, '10')
0(33070569, 37527519) 2(13281711, 48224199) | 3(4367811, 49828701, '10')
1(34101619, 36593467) 17(15649145, 47509015) | 19(12522581, 48427133, '10')
19(27068339, 42063427) 27(25083695, 43276265) | 55(10529639, 48899423, '10')
2(33071311, 37528361) 23(13282009, 48225281) | 32(4367909, 49829819, '10')
0(34454497, 36262793) 5(9138353, 49179193) | 7(4423867, 49825013, '10')
1(32268703, 38221423) 3(27258497, 41941873) | 5(23091593, 44372567, '10')
0(33066323, 37533667) 2(19105873, 46229033) | 3(14399207, 47904287, '10')
1(33072053, 37529203) 7(13282307, 48226363) | 10(4368007, 49830937, '10')
5(27069321, 42064953) 8(25084605, 43277835) | 18(10530021, 48901197, '10')
2(32397611, 38113859) 5(23535211, 44140291) | 8(18771671, 46366969, '10')
1(33072795, 37530045) 7(13282605, 48227445) | 10(4368105, 49832055, '10')
19(27070303, 42066479) 21(25085515, 43279405) | 50(10530403, 48902971, '10')
1(33067981, 37535549) 16(19106831, 46231351) | 20(14399929, 47906689, '10')
0(34456631, 36265039) 5(9138919, 49182239) | 7(4424141, 49828099, '10')
1(33073537, 37530887) 7(13282903, 48228527) | 10(4368203, 49833173, '10')
6(33974885, 36717035) 104(11348461, 48720077) | 122(5644789, 49704827, '10')
0(33636889, 37027991) 12(12010999, 48561799) | 16(4944511, 49780159, '10')
0(33074279, 37531729) 2(13283201, 48229609) | 3(4368301, 49834291, '10')
2(32271305, 38224505) 5(27260695, 41945255) | 8(23093455, 44376145, '10')
3(27071285, 42068005) 4(25086425, 43280975) | 9(10530785, 48904745, '10')
0(33097491, 37511829) 1(28653021, 41007141) | 2(25790481, 42865281, '10')
0(34313027, 36403643) 2(8607953, 49279937) | 3(419707, 50024323, '10')
0(33075021, 37532571) 8(13283499, 48230691) | 11(4368399, 49835409, '10')
1(33069639, 37537431) 7(19107789, 46233669) | 10(14400651, 47909091, '10')
2(34458765, 36267285) 55(9139485, 49185285) | 65(4424415, 49831185, '10')
1(27072267, 42069531) 2(25087335, 43282545) | 5(10531167, 48906519, '10')
1(33075763, 37533413) 7(13283797, 48231773) | 10(4368497, 49836527, '10')
2(33076505, 37534255) 23(13284095, 48232855) | 32(4368595, 49837645, '10')
1(33071297, 37539313) 8(19108747, 46235987) | 9(14401373, 47911493, '10')
6(27073249, 42071057) 7(25088245, 43284115) | 16(10531549, 48908293, '10')
2(32273907, 38227587) 5(27262893, 41948637) | 6(23095317, 44379723, '10')
0(33077247, 37535097) 7(13284393, 48233937) | 10(4368693, 49838763, '10')
