0(49578345, 56276505) 4(28646595, 69313995) | 7(21589605, 71825805, '10')
0(51505953, 54517953) 2(25053063, 70692393) | 3(21632937, 71812857, '10')
1(49586747, 56269597) 7(19914893, 72308437) | 10(6549193, 74714263, '10')
1(40586551, 63070343) 2(37610755, 64888885) | 5(15788251, 73320307, '10')
1(48382889, 57308249) 4(40870711, 62886599) | 6(34622959, 66531121, '10')
0(51660939, 54372291) 5(13702011, 73739091) | 7(6633129, 74707431, '10')
0(48350877, 57336243) 1(44762613, 60179403) | 2(39100803, 64002963, '10')
0(49587489, 56270439) 2(19915191, 72309519) | 3(6549291, 74715381, '10')
18(41159801, 62698993) 25(35612675, 66007805) | 57(12237049, 73996943, '10')
2(48575945, 57146705) 9(35287945, 66182545) | 11(28145645, 69521155, '10')
6(40587533, 63071869) 7(37611665, 64890455) | 17(15788633, 73322081, '10')
7(50073075, 55840005) 35(37348623, 65042289) | 45(33007923, 67349061, '10')
0(49580003, 56278387) 5(28647553, 69316313) | 7(21590327, 71828207, '10')
0(49588231, 56271281) 4(19915489, 72310601) | 6(6549389, 74716499, '10')
1(49588973, 56272123) 7(19915787, 72311683) | 10(6549487, 74717617, '10')
0(51445709, 54580181) 2(12905951, 73885679) | 3(629269, 75001741, '10')
1(51663073, 54374537) 18(13702577, 73742137) | 22(6633403, 74710517, '10')
3(40588515, 63073395) 4(37612575, 64892025) | 9(15789015, 73323855, '10')
0(48385491, 57311331) 1(40872909, 62889981) | 2(34624821, 66534699, '10')
1(49589715, 56272965) 7(19916085, 72312765) | 10(6549585, 74718735, '10')
1(49581661, 56280269) 6(28648511, 69318631) | 8(21591049, 71830609, '10')
0(50433799, 55518281) 12(18008809, 72811609) | 16(7413601, 74638369, '10')
6(40589497, 63074921) 7(37613485, 64893595) | 16(15789397, 73325629, '10')
1(49590457, 56273807) 8(19916383, 72313847) | 10(6549683, 74719853, '10')
1(49591199, 56274649) 7(19916681, 72314929) | 10(6549781, 74720971, '10')
2(51665207, 54376783) 52(13703143, 73745183) | 62(6633677, 74713603, '10')
2(49583319, 56282151) 6(28649469, 69320949) | 7(21591771, 71833011, '10')
5(40590479, 63076447) 6(37614395, 64895165) | 16(15789779, 73327403, '10')
3(49591941, 56275491) 23(19916979, 72316011) | 32(6549879, 74722089, '10')
0(49626465, 56245335) 1(42962415, 61486215) | 2(38670315, 64272315, '10')
3(48388093, 57314413) 9(40875107, 62893363) | 13(34626683, 66538277, '10')
0(49592683, 56276333) 8(19917277, 72317093) | 11(6549977, 74723207, '10')
18(40591461, 63077973) 24(37615305, 64896735) | 54(15790161, 73329177, '10')
1(49584977, 56284033) 6(28650427, 69323267) | 8(21592493, 71835413, '10')
1(51667341, 54379029) 18(13703709, 73748229) | 22(6633951, 74716689, '10')
2(49593425, 56277175) 12(19917575, 72318175) | 17(6550075, 74724325, '10')
4(51291191, 54735113) 45(15331787, 73427891) | 53(7245035, 74660755, '10')
6(41074845, 62766165) 7(39531975, 63749175) | 15(20893845, 72042915, '10')
1(40592443, 63079499) 2(37616215, 64898305) | 5(15790543, 73330951, '10')
5(49783895, 56110105) 31(19712843, 72375299) | 42(7324093, 74653451, '10')
0(49594167, 56278017) 2(19917873, 72319257) | 3(6550173, 74725443, '10')
5(50818195, 55175245) 71(19035155, 72556595) | 86(11464195, 74130755, '10')
1(51251857, 54773599) 38(20555305, 72141385) | 42(15356543, 73423951, '10')
4(49586635, 56285915) 17(28651385, 69325585) | 21(21593215, 71837815, '10')
