3(43291961, 67274473) 5(40117805, 69214235) | 11(16840661, 78207677, '10')
0(52892357, 60020707) 2(21242483, 77128747) | 3(6985783, 79694953, '10')
1(52884397, 60029213) 8(30556847, 73936087) | 9(23029273, 76615393, '10')
1(52893099, 60021549) 7(21242781, 77129829) | 10(6985881, 79696071, '10')
1(55105215, 57997335) 58(14615535, 78655335) | 65(7075365, 79688235, '10')
2(53793181, 59216339) 36(19208371, 77661571) | 48(7907419, 79610011, '10')
20(43292943, 67275999) 23(40118715, 69215805) | 53(16841043, 78209451, '10')
3(44594225, 66420665) 7(38384539, 70192427) | 20(16181561, 78348623, '10')
0(51609369, 61129929) 1(43596231, 67080279) | 2(36931839, 70967841, '10')
1(52893841, 60022391) 23(21243079, 77130911) | 32(6985979, 79697189, '10')
21(49740863, 62660791) 69(31246565, 73649035) | 105(15818887, 78423791, '10')
0(52894583, 60023233) 7(21243377, 77131993) | 10(6986077, 79698307, '10')
3(43293925, 67277525) 4(40119625, 69217375) | 11(16841425, 78211225, '10')
0(52886055, 60031095) 16(30557805, 73938405) | 23(23029995, 76617795, '10')
0(55107349, 57999581) 5(14616101, 78658381) | 7(7075639, 79691321, '10')
5(52895325, 60024075) 38(21243675, 77133075) | 53(6986175, 79699425, '10')
4(51816291, 60958779) 7(37641891, 70597371) | 11(30023151, 74158689, '10')
6(43294907, 67279051) 8(40120535, 69218945) | 17(16841807, 78212999, '10')
0(52896067, 60024917) 2(21243973, 77134157) | 3(6986273, 79700543, '10')
0(51611971, 61133011) 1(43598429, 67083661) | 2(36933701, 70971419, '10')
0(52887713, 60032977) 2(30558763, 73940723) | 3(23030717, 76620197, '10')
1(52896809, 60025759) 7(21244271, 77135239) | 10(6986371, 79701661, '10')
1(54202459, 58849669) 7(20302811, 77388539) | 11(12227659, 79067531, '10')
19(43295889, 67280577) 23(40121445, 69220515) | 52(16842189, 78214773, '10')
3(54877445, 58221005) 83(13766855, 78814295) | 106(671245, 80004805, '10')
3(54015487, 59021873) 29(19399463, 77620327) | 38(9663583, 79422097, '10')
4(55109483, 58001827) 110(14616667, 78661427) | 129(7075913, 79694407, '10')
0(54445039, 58626073) 1(47276273, 64546361) | 2(44706475, 66352165, '10')
0(52897551, 60026601) 2(21244569, 77136321) | 3(6986469, 79702779, '10')
0(52889371, 60034859) 2(30559721, 73943041) | 3(23031439, 76622599, '10')
18(43296871, 67282103) 22(40122355, 69222085) | 53(16842571, 78216547, '10')
1(52898293, 60027443) 8(21244867, 77137403) | 10(6986567, 79703897, '10')
2(53416125, 59568075) 6(39842145, 69384735) | 8(35211645, 71845515, '10')
2(51614573, 61136093) 7(43600627, 67087043) | 12(36935563, 70974997, '10')
3(52899035, 60028285) 24(21245165, 77138485) | 32(6986665, 79705015, '10')
0(55111617, 58004073) 18(14617233, 78664473) | 21(7076187, 79697493, '10')
6(43297853, 67283629) 8(40123265, 69223655) | 17(16842953, 78218321, '10')
0(53799807, 59223633) 13(19210737, 77671137) | 16(7908393, 79619817, '10')
1(52891029, 60036741) 5(30560679, 73945359) | 7(23032161, 76625001, '10')
0(52899777, 60029127) 8(21245463, 77139567) | 11(6986763, 79706133, '10')
1(51340205, 61369315) 3(48261815, 63818545) | 7(42000175, 68102825, '10')
1(52900519, 60029969) 7(21245761, 77140649) | 10(6986861, 79707251, '10')
3(43298835, 67285155) 4(40124175, 69225225) | 9(16843335, 78220095, '10')
0(52901261, 60030811) 2(21246059, 77141731) | 3(6986959, 79708369, '10')
0(55113751, 58006319) 20(14617799, 78667519) | 22(7076461, 79700579, '10')
0(52892687, 60038623) 2(30561637, 73947677) | 3(23032883, 76627403, '10')
2(51617175, 61139175) 5(43602825, 67090425) | 7(36937425, 70978575, '10')
7(43299817, 67286681) 8(40125085, 69226795) | 17(16843717, 78221869, '10')
1(52902003, 60031653) 15(21246357, 77142813) | 21(6987057, 79709487, '10')
1(52902745, 60032495) 7(21246655, 77143895) | 10(6987155, 79710605, '10')
18(43300799, 67288207) 26(40125995, 69228365) | 55(16844099, 78223643, '10')
0(52894345, 60040505) 4(30562595, 73949995) | 7(23033605, 76629805, '10')
5(48353543, 63754487) 13(29552683, 74359523) | 22(3174323, 79953883, '10')
1(55115885, 58008565) 18(14618365, 78670565) | 22(7076735, 79703665, '10')
0(52903487, 60033337) 8(21246953, 77144977) | 11(6987253, 79711723, '10')
1(50412791, 62140199) 4(26098259, 75642149) | 7(4598011, 79885619, '10')
5(43301781, 67289733) 6(40126905, 69229935) | 16(16844481, 78225417, '10')
1(52904229, 60034179) 7(21247251, 77146059) | 10(6987351, 79712841, '10')
