1(1222445, 1387195) 7(490955, 1782595) | 10(161455, 1841905, '10')
1(2448971, 2779021) 8(983549, 3571141) | 10(323449, 3689959, '10')
0(2715349, 3081299) 8(1090531, 3959579) | 11(358631, 4091321, '10')
0(1484742, 1684842) 4(596298, 2165082) | 6(196098, 2237118, '10')
1(1500987, 2332491) 2(1390935, 2399745) | 5(583887, 2711559, '10')
0(1833853, 2081003) 2(736507, 2674163) | 3(242207, 2763137, '10')
1(2587079, 4020247) 2(2397395, 4136165) | 5(1006379, 4673603, '10')
0(3407019, 3632829) 4(2515629, 4298469) | 5(2352351, 4389951, '10')
0(1303259, 1593101) 2(1117241, 1728649) | 3(910211, 1846069, '10')
1(778431, 883599) 7(449781, 1088301) | 10(338979, 1127739, '10')
0(791807, 871633) 4(282737, 1143137) | 5(116393, 1171817, '10')
0(179893, 204197) 2(103943, 251503) | 3(78337, 260617, '10')
0(2657774, 3016846) 7(1535674, 3715754) | 9(1157366, 3850406, '10')
3(2658215, 3016465) 24(1067585, 3876265) | 32(351085, 4005235, '10')
0(2773120, 2942080) 7(695680, 3982720) | 11(33920, 4042880, '10')
0(1057713, 1252833) 1(893487, 1374783) | 2(756903, 1454457, '10')
0(1084062, 1230162) 2(435378, 1580802) | 3(143178, 1633398, '10')
0(2942786, 3097234) 16(780514, 4200434) | 20(377846, 4255594, '10')
0(338345, 346415) 15(217085, 432845) | 17(210625, 436025, '10')
0(320173, 363323) 2(128587, 466883) | 3(42287, 482417, '10')
4(2293461, 3563973) 7(2125305, 3666735) | 17(892161, 4143177, '10')
0(2657943, 3148263) 1(2245257, 3454713) | 2(1902033, 3654927, '10')
1(398749, 452621) 12(230399, 557479) | 16(173641, 577681, '10')
2(398825, 452575) 12(160175, 581575) | 17(52675, 600925, '10')
4(1189202, 1847986) 7(1102010, 1901270) | 17(462602, 2148314, '10')
0(2434648, 2582936) 24(674920, 3484760) | 29(288952, 3537736, '10')
0(897078, 1017978) 8(360282, 1308138) | 11(118482, 1351662, '10')
1(538108, 633052) 2(390908, 733148) | 3(311788, 770132, '10')
0(536012, 634892) 1(452788, 696692) | 2(383572, 737068, '10')
17(1829755, 2796035) 19(1761025, 2839825) | 45(930755, 3209285, '10')
1(1012933, 1574069) 2(938665, 1619455) | 5(394033, 1829881, '10')
0(867769, 984719) 2(348511, 1265399) | 3(114611, 1307501, '10')
0(2084173, 2211157) 27(522847, 2993263) | 35(25493, 3038477, '10')
1(2008965, 2279715) 7(806835, 2929515) | 10(265335, 3026985, '10')
1(997287, 1132023) 5(576237, 1394277) | 6(434283, 1444803, '10')
1(762776, 865576) 7(306344, 1112296) | 10(100744, 1149304, '10')
0(740286, 884898) 1(695898, 920214) | 5(605610, 981990, '10')
0(762680, 865720) 4(440680, 1066280) | 7(332120, 1104920, '10')
1(740145, 839895) 7(297255, 1079295) | 10(97755, 1115205, '10')
0(438893, 498043) 12(176267, 640003) | 17(57967, 661297, '10')
0(1951543, 2053967) 5(517607, 2785567) | 7(250573, 2822147, '10')
0(628474, 713174) 2(252406, 916454) | 3(83006, 946946, '10')
0(628382, 713278) 2(363082, 878522) | 3(273638, 910358, '10')
1(1097789, 1245739) 8(440891, 1600819) | 10(144991, 1654081, '10')
2(1116481, 1229039) 13(398671, 1611871) | 15(164119, 1652311, '10')
0(491204, 557404) 2(197276, 716284) | 3(64876, 740116, '10')
1(300510, 341010) 7(120690, 438210) | 10(39690, 452790, '10')
1(245991, 382263) 2(227955, 393285) | 5(95691, 444387, '10')
6(485108, 753844) 7(449540, 775580) | 16(188708, 876356, '10')
0(593145, 672255) 1(513495, 734895) | 2(462195, 768195, '10')
0(3286318, 3729218) 2(1319842, 4792178) | 3(434042, 4951622, '10')
1(1699045, 1842125) 35(511517, 2453269) | 46(91183, 2504369, '10')
0(2642959, 2781671) 19(700991, 3772471) | 21(339349, 3822011, '10')
1(1585877, 1800133) 6(916327, 2217167) | 8(690593, 2297513, '10')
0(834876, 919044) 4(298116, 1205316) | 5(122724, 1235556, '10')
0(2833327, 3215177) 2(1137913, 4131617) | 3(374213, 4269083, '10')
4(2459910, 3509130) 6(2365050, 3573750) | 9(1569090, 3987870, '10')
0(1826062, 2072162) 2(733378, 2662802) | 3(241178, 2751398, '10')
0(2052908, 2160652) 37(544492, 2930252) | 42(263588, 2968732, '10')
1(2300826, 3575418) 2(2132130, 3678510) | 5(895026, 4156482, '10')
1(2961231, 3215121) 15(1109199, 4227951) | 19(668031, 4319679, '10')
1(785778, 891678) 7(315582, 1145838) | 10(103782, 1183962, '10')
0(2201514, 2498214) 2(884166, 3210294) | 3(290766, 3317106, '10')
4(497383, 772919) 7(460915, 795205) | 15(193483, 898531, '10')
0(607698, 689598) 8(244062, 886158) | 11(80262, 915642, '10')
0(626676, 672468) 6(287580, 873060) | 7(230124, 889932, '10')
0(3021456, 3326064) 4(1078896, 4362096) | 5(444144, 4471536, '10')
3(1105580, 1254580) 23(444020, 1612180) | 31(146020, 1665820, '10')
7(904913, 1406209) 8(838565, 1446755) | 17(352013, 1634741, '10')
0(51198, 58098) 2(20562, 74658) | 3(6762, 77142, '10')
